capa,fuente_id,archivo,titulo,referencias_fnd,referencias_arq,referencias_eng,elegibilidad_como_fuente,rol_en_canonizacion,sha256
ENG,ENG-085,ENG-085-DATA_TRUST_ENGINEERING.md,Data Trust Engineering,,,ENG-001;ENG-006;ENG-007;ENG-009;ENG-012;ENG-016;ENG-020;ENG-021;ENG-023;ENG-024;ENG-025;ENG-027;ENG-029;ENG-030;ENG-031;ENG-032;ENG-033;ENG-035;ENG-036;ENG-037;ENG-038;ENG-039;ENG-041;ENG-042;ENG-043;ENG-044;ENG-045;ENG-046;ENG-047;ENG-048;ENG-049;ENG-051;ENG-052;ENG-053;ENG-054;ENG-055;ENG-056;ENG-057;ENG-058;ENG-059;ENG-060;ENG-061;ENG-062;ENG-063;ENG-064;ENG-065;ENG-066;ENG-067;ENG-068;ENG-069;ENG-074;ENG-075;ENG-076;ENG-077;ENG-078;ENG-079;ENG-080;ENG-081;ENG-082;ENG-083;ENG-084;ENG-085;ENG-086,EVIDENCIA_ENG_APTA_PARA_CONTRASTE,Fuente subordinada de ingeniería; no puede canonizar por sí sola.,e7030b0e2d870546bdc29a9ce39f4da96f84d5f1cf078fad9392f3a98e555ec7
ENG,ENG-086,ENG-086-DATA_PRODUCT_ENGINEERING.md,Data Product Engineering,,,ENG-000;ENG-005;ENG-006;ENG-007;ENG-009;ENG-012;ENG-014;ENG-016;ENG-020;ENG-021;ENG-023;ENG-024;ENG-025;ENG-027;ENG-030;ENG-031;ENG-033;ENG-034;ENG-036;ENG-037;ENG-038;ENG-039;ENG-040;ENG-041;ENG-042;ENG-043;ENG-044;ENG-046;ENG-048;ENG-049;ENG-051;ENG-052;ENG-053;ENG-054;ENG-055;ENG-056;ENG-057;ENG-058;ENG-059;ENG-060;ENG-061;ENG-062;ENG-063;ENG-064;ENG-065;ENG-067;ENG-068;ENG-069;ENG-070;ENG-071;ENG-072;ENG-073;ENG-074;ENG-075;ENG-076;ENG-077;ENG-078;ENG-079;ENG-080;ENG-081;ENG-082;ENG-083;ENG-084;ENG-085;ENG-086;ENG-087;ENG-089;ENG-090,EVIDENCIA_ENG_APTA_PARA_CONTRASTE,Fuente subordinada de ingeniería; no puede canonizar por sí sola.,98864b84bca89cfc6b0769779c4f654e0410caed8ada303c4b0552aee13b5cb0
ENG,ENG-087,ENG-087-DATA_EXCHANGE_SHARING_ENGINEERING.md,Data Exchange & Sharing Engineering,,,ENG-000;ENG-006;ENG-007;ENG-009;ENG-012;ENG-014;ENG-016;ENG-020;ENG-021;ENG-024;ENG-025;ENG-033;ENG-036;ENG-043;ENG-046;ENG-048;ENG-051;ENG-055;ENG-057;ENG-058;ENG-059;ENG-062;ENG-063;ENG-064;ENG-073;ENG-074;ENG-079;ENG-080;ENG-081;ENG-082;ENG-083;ENG-084;ENG-085;ENG-086;ENG-087;ENG-088;ENG-089;ENG-092;ENG-094;ENG-095;ENG-096;ENG-099,EVIDENCIA_ENG_APTA_PARA_CONTRASTE,Fuente subordinada de ingeniería; no puede canonizar por sí sola.,ae9dc7e4ed4858d049ded34bdc679d01770a5fc686ff158ad97c7efc6388386e
ENG,ENG-088,ENG-088-DATA_FEDERATION_ENGINEERING.md,Data Federation Engineering,,,ENG-000;ENG-006;ENG-007;ENG-009;ENG-012;ENG-014;ENG-016;ENG-020;ENG-021;ENG-024;ENG-025;ENG-027;ENG-030;ENG-031;ENG-033;ENG-034;ENG-036;ENG-037;ENG-038;ENG-039;ENG-040;ENG-041;ENG-042;ENG-043;ENG-044;ENG-046;ENG-048;ENG-049;ENG-051;ENG-052;ENG-053;ENG-054;ENG-055;ENG-056;ENG-057;ENG-058;ENG-059;ENG-060;ENG-061;ENG-062;ENG-063;ENG-064;ENG-065;ENG-067;ENG-068;ENG-069;ENG-070;ENG-071;ENG-072;ENG-073;ENG-074;ENG-075;ENG-076;ENG-077;ENG-078;ENG-079;ENG-080;ENG-081;ENG-082;ENG-083;ENG-084;ENG-085;ENG-086;ENG-087;ENG-088;ENG-089;ENG-090;ENG-095;ENG-096;ENG-097;ENG-098;ENG-099,EVIDENCIA_ENG_APTA_PARA_CONTRASTE,Fuente subordinada de ingeniería; no puede canonizar por sí sola.,dff70432543c76659fc82cbaf5d576f795b8f5ed438671f0998797516d4049ac
ENG,ENG-089,ENG-089-DATA_LINEAGE_PROVENANCE_ENGINEERING.md,Data Lineage & Provenance Engineering,,,ENG-000;ENG-006;ENG-007;ENG-009;ENG-012;ENG-014;ENG-016;ENG-020;ENG-021;ENG-024;ENG-025;ENG-033;ENG-036;ENG-043;ENG-046;ENG-048;ENG-051;ENG-055;ENG-057;ENG-058;ENG-059;ENG-062;ENG-063;ENG-064;ENG-079;ENG-080;ENG-081;ENG-082;ENG-083;ENG-084;ENG-085;ENG-086;ENG-087;ENG-088;ENG-089;ENG-090;ENG-091;ENG-092;ENG-093;ENG-094;ENG-095;ENG-096;ENG-097;ENG-098;ENG-099;ENG-100,EVIDENCIA_ENG_APTA_PARA_CONTRASTE,Fuente subordinada de ingeniería; no puede canonizar por sí sola.,f50aabb3ef8ddee3dc745c3d691072d5af17d1d0fdb1d8e448c7bda9b37bbdd2
ENG,ENG-090,ENG-090-DATA_CATALOG_ENGINEERING.md,Data Catalog Engineering,,,ENG-000;ENG-006;ENG-007;ENG-009;ENG-012;ENG-014;ENG-016;ENG-020;ENG-021;ENG-023;ENG-024;ENG-025;ENG-030;ENG-031;ENG-033;ENG-034;ENG-036;ENG-043;ENG-044;ENG-046;ENG-048;ENG-049;ENG-051;ENG-052;ENG-053;ENG-054;ENG-055;ENG-057;ENG-058;ENG-059;ENG-060;ENG-061;ENG-062;ENG-063;ENG-064;ENG-065;ENG-067;ENG-068;ENG-069;ENG-070;ENG-071;ENG-072;ENG-073;ENG-074;ENG-075;ENG-076;ENG-077;ENG-078;ENG-079;ENG-080;ENG-081;ENG-082;ENG-083;ENG-084;ENG-085;ENG-086;ENG-087;ENG-088;ENG-089;ENG-090;ENG-091;ENG-092;ENG-093;ENG-094;ENG-095;ENG-096;ENG-097;ENG-098;ENG-099;ENG-100,EVIDENCIA_ENG_APTA_PARA_CONTRASTE,Fuente subordinada de ingeniería; no puede canonizar por sí sola.,94a1a04326f824422f8ae3212cf20ec3d197afb1d1c029fa609187f8d73f26a1
ENG,ENG-091,ENG-091-DATA_DISCOVERY_CLASSIFICATION_ENGINEERING.md,Data Discovery & Classification Engineering,,,ENG-000;ENG-006;ENG-007;ENG-009;ENG-012;ENG-014;ENG-016;ENG-020;ENG-021;ENG-023;ENG-024;ENG-025;ENG-030;ENG-031;ENG-033;ENG-034;ENG-036;ENG-043;ENG-044;ENG-046;ENG-048;ENG-049;ENG-051;ENG-052;ENG-053;ENG-054;ENG-055;ENG-057;ENG-058;ENG-059;ENG-060;ENG-061;ENG-062;ENG-063;ENG-064;ENG-065;ENG-079;ENG-080;ENG-081;ENG-082;ENG-083;ENG-084;ENG-085;ENG-086;ENG-087;ENG-088;ENG-089;ENG-090;ENG-091;ENG-092;ENG-093;ENG-094;ENG-095;ENG-096;ENG-097;ENG-098;ENG-099;ENG-100,EVIDENCIA_ENG_APTA_PARA_CONTRASTE,Fuente subordinada de ingeniería; no puede canonizar por sí sola.,98c3fdf294ffa1a97e38932bf48407ebe7959077c177c6478f4da16443c4fcb9
ENG,ENG-092,ENG-092-DATA_RETENTION_DISPOSAL_ENGINEERING.md,Data Retention & Disposal Engineering,,,ENG-000;ENG-006;ENG-007;ENG-009;ENG-012;ENG-014;ENG-016;ENG-020;ENG-021;ENG-023;ENG-024;ENG-025;ENG-030;ENG-031;ENG-033;ENG-034;ENG-036;ENG-037;ENG-043;ENG-044;ENG-046;ENG-048;ENG-049;ENG-051;ENG-052;ENG-053;ENG-054;ENG-055;ENG-057;ENG-058;ENG-059;ENG-060;ENG-061;ENG-062;ENG-063;ENG-064;ENG-065;ENG-067;ENG-068;ENG-069;ENG-073;ENG-074;ENG-075;ENG-076;ENG-077;ENG-078;ENG-079;ENG-080;ENG-081;ENG-082;ENG-083;ENG-084;ENG-085;ENG-086;ENG-087;ENG-088;ENG-089;ENG-090;ENG-091;ENG-092;ENG-093;ENG-094;ENG-095;ENG-096;ENG-097;ENG-098;ENG-099;ENG-100,EVIDENCIA_ENG_APTA_PARA_CONTRASTE,Fuente subordinada de ingeniería; no puede canonizar por sí sola.,27bd10b5a98c0d1f27cb704ac93ab61fcb4fb8af720e66711086eaa0de020019
ENG,ENG-093,ENG-093-DATA_ARCHIVAL_PRESERVATION_ENGINEERING.md,Data Archival & Preservation Engineering,,,ENG-000;ENG-006;ENG-007;ENG-009;ENG-012;ENG-014;ENG-016;ENG-020;ENG-021;ENG-023;ENG-024;ENG-025;ENG-030;ENG-031;ENG-033;ENG-034;ENG-036;ENG-037;ENG-043;ENG-044;ENG-046;ENG-048;ENG-049;ENG-051;ENG-052;ENG-053;ENG-054;ENG-055;ENG-057;ENG-058;ENG-059;ENG-060;ENG-061;ENG-062;ENG-063;ENG-064;ENG-065;ENG-067;ENG-068;ENG-069;ENG-073;ENG-074;ENG-075;ENG-076;ENG-077;ENG-078;ENG-079;ENG-080;ENG-081;ENG-082;ENG-083;ENG-084;ENG-085;ENG-086;ENG-087;ENG-088;ENG-089;ENG-090;ENG-091;ENG-092;ENG-093;ENG-094;ENG-095;ENG-096;ENG-097;ENG-098;ENG-099;ENG-100,EVIDENCIA_ENG_APTA_PARA_CONTRASTE,Fuente subordinada de ingeniería; no puede canonizar por sí sola.,14a1a0fad64264af66b8c1a0ba3a8763ef0d8589b48a7118aab4c67f15ea1fba
ENG,ENG-094,ENG-094-DATA_PORTABILITY_ENGINEERING.md,Data Portability Engineering,,,ENG-000;ENG-006;ENG-007;ENG-009;ENG-012;ENG-014;ENG-016;ENG-020;ENG-021;ENG-023;ENG-024;ENG-025;ENG-030;ENG-031;ENG-033;ENG-034;ENG-036;ENG-043;ENG-044;ENG-046;ENG-048;ENG-049;ENG-051;ENG-052;ENG-053;ENG-054;ENG-055;ENG-057;ENG-058;ENG-059;ENG-060;ENG-061;ENG-062;ENG-063;ENG-064;ENG-065;ENG-067;ENG-068;ENG-069;ENG-075;ENG-076;ENG-077;ENG-078;ENG-079;ENG-080;ENG-081;ENG-082;ENG-083;ENG-084;ENG-085;ENG-086;ENG-087;ENG-088;ENG-089;ENG-090;ENG-091;ENG-092;ENG-093;ENG-094;ENG-095;ENG-096;ENG-097;ENG-098;ENG-099;ENG-100,EVIDENCIA_ENG_APTA_PARA_CONTRASTE,Fuente subordinada de ingeniería; no puede canonizar por sí sola.,ec240e15ee8cdbaa22fc6e29c6ff5a43ea6e18d65982fcfb82488ac0b782c7d8
ENG,ENG-095,ENG-095-DATA_SYNCHRONIZATION_ENGINEERING.md,Data Synchronization Engineering,,,ENG-006;ENG-007;ENG-009;ENG-012;ENG-014;ENG-016;ENG-020;ENG-021;ENG-023;ENG-024;ENG-025;ENG-027;ENG-030;ENG-031;ENG-032;ENG-033;ENG-034;ENG-035;ENG-036;ENG-037;ENG-038;ENG-039;ENG-040;ENG-041;ENG-042;ENG-043;ENG-044;ENG-046;ENG-048;ENG-049;ENG-051;ENG-052;ENG-053;ENG-054;ENG-055;ENG-056;ENG-057;ENG-058;ENG-059;ENG-061;ENG-062;ENG-063;ENG-064;ENG-065;ENG-066;ENG-067;ENG-068;ENG-069;ENG-070;ENG-071;ENG-072;ENG-073;ENG-074;ENG-075;ENG-076;ENG-077;ENG-078;ENG-079;ENG-080;ENG-081;ENG-082;ENG-083;ENG-084;ENG-085;ENG-086;ENG-087;ENG-088;ENG-089;ENG-090;ENG-091;ENG-092;ENG-093;ENG-094;ENG-095;ENG-096;ENG-097;ENG-098;ENG-099;ENG-100,EVIDENCIA_ENG_APTA_PARA_CONTRASTE,Fuente subordinada de ingeniería; no puede canonizar por sí sola.,edcde07725a2bac93ef06be7284c5a20c405291848eef92272e64ffd3cf50bf3
ENG,ENG-096,ENG-096-DATA_REPLICATION_ENGINEERING.md,Data Replication Engineering,,,ENG-006;ENG-007;ENG-009;ENG-012;ENG-014;ENG-016;ENG-020;ENG-021;ENG-023;ENG-024;ENG-025;ENG-027;ENG-030;ENG-031;ENG-032;ENG-033;ENG-034;ENG-035;ENG-036;ENG-037;ENG-038;ENG-039;ENG-040;ENG-041;ENG-042;ENG-043;ENG-044;ENG-046;ENG-048;ENG-049;ENG-051;ENG-052;ENG-053;ENG-054;ENG-055;ENG-056;ENG-057;ENG-058;ENG-059;ENG-061;ENG-062;ENG-063;ENG-064;ENG-065;ENG-066;ENG-067;ENG-068;ENG-069;ENG-070;ENG-071;ENG-072;ENG-073;ENG-074;ENG-075;ENG-076;ENG-077;ENG-078;ENG-079;ENG-080;ENG-081;ENG-082;ENG-083;ENG-084;ENG-085;ENG-086;ENG-087;ENG-088;ENG-089;ENG-090;ENG-091;ENG-092;ENG-093;ENG-094;ENG-095;ENG-096;ENG-097;ENG-098;ENG-099;ENG-100,EVIDENCIA_ENG_APTA_PARA_CONTRASTE,Fuente subordinada de ingeniería; no puede canonizar por sí sola.,8012cabf243388b65d73c1065b7a8ae23991b7d9917bea3315db350f52230867
ENG,ENG-097,ENG-097-DATA_PARTITIONING_SHARDING_ENGINEERING.md,Data Partitioning & Sharding Engineering,,,ENG-006;ENG-007;ENG-009;ENG-012;ENG-014;ENG-016;ENG-020;ENG-021;ENG-023;ENG-024;ENG-025;ENG-027;ENG-030;ENG-031;ENG-032;ENG-033;ENG-034;ENG-035;ENG-036;ENG-037;ENG-038;ENG-039;ENG-040;ENG-041;ENG-042;ENG-043;ENG-044;ENG-046;ENG-048;ENG-049;ENG-051;ENG-052;ENG-053;ENG-054;ENG-055;ENG-056;ENG-057;ENG-058;ENG-059;ENG-061;ENG-062;ENG-063;ENG-064;ENG-065;ENG-066;ENG-067;ENG-068;ENG-069;ENG-070;ENG-071;ENG-072;ENG-073;ENG-074;ENG-075;ENG-076;ENG-077;ENG-078;ENG-079;ENG-080;ENG-081;ENG-082;ENG-083;ENG-084;ENG-085;ENG-086;ENG-087;ENG-088;ENG-089;ENG-090;ENG-091;ENG-092;ENG-093;ENG-094;ENG-095;ENG-096;ENG-097;ENG-098;ENG-099;ENG-100,EVIDENCIA_ENG_APTA_PARA_CONTRASTE,Fuente subordinada de ingeniería; no puede canonizar por sí sola.,0fef01ab001863af9e3291a3ce7c12ea6c0da8f4d6c8948cddf51da2ab599643
ENG,ENG-098,ENG-098-DATA_DISTRIBUTION_ENGINEERING.md,Data Distribution Engineering,,,ENG-006;ENG-007;ENG-009;ENG-012;ENG-014;ENG-016;ENG-020;ENG-021;ENG-023;ENG-024;ENG-025;ENG-026;ENG-030;ENG-033;ENG-034;ENG-036;ENG-037;ENG-038;ENG-040;ENG-042;ENG-043;ENG-044;ENG-046;ENG-048;ENG-049;ENG-051;ENG-052;ENG-053;ENG-054;ENG-055;ENG-056;ENG-057;ENG-058;ENG-059;ENG-061;ENG-062;ENG-063;ENG-064;ENG-065;ENG-066;ENG-067;ENG-068;ENG-069;ENG-070;ENG-071;ENG-072;ENG-073;ENG-074;ENG-075;ENG-076;ENG-077;ENG-078;ENG-079;ENG-080;ENG-081;ENG-082;ENG-083;ENG-084;ENG-085;ENG-086;ENG-087;ENG-088;ENG-089;ENG-090;ENG-091;ENG-092;ENG-093;ENG-094;ENG-095;ENG-096;ENG-097;ENG-098;ENG-099;ENG-100,EVIDENCIA_ENG_APTA_PARA_CONTRASTE,Fuente subordinada de ingeniería; no puede canonizar por sí sola.,2d093a7eb45835e6c7b0468cf0bd6d287fef4140dec40c80ce6d14d0006bddea
ENG,ENG-099,ENG-099-DATA_LOCALIZATION_RESIDENCY_ENGINEERING.md,Data Localization & Residency Engineering,,,ENG-006;ENG-007;ENG-009;ENG-012;ENG-014;ENG-016;ENG-020;ENG-021;ENG-023;ENG-024;ENG-025;ENG-027;ENG-030;ENG-031;ENG-032;ENG-033;ENG-036;ENG-037;ENG-039;ENG-040;ENG-041;ENG-042;ENG-043;ENG-044;ENG-045;ENG-046;ENG-047;ENG-048;ENG-049;ENG-051;ENG-052;ENG-053;ENG-054;ENG-055;ENG-056;ENG-057;ENG-058;ENG-059;ENG-061;ENG-062;ENG-063;ENG-064;ENG-065;ENG-066;ENG-067;ENG-068;ENG-069;ENG-070;ENG-071;ENG-072;ENG-073;ENG-074;ENG-075;ENG-076;ENG-077;ENG-078;ENG-079;ENG-080;ENG-081;ENG-082;ENG-083;ENG-084;ENG-085;ENG-086;ENG-087;ENG-088;ENG-089;ENG-090;ENG-091;ENG-092;ENG-093;ENG-094;ENG-095;ENG-096;ENG-097;ENG-098;ENG-099;ENG-100,EVIDENCIA_ENG_APTA_PARA_CONTRASTE,Fuente subordinada de ingeniería; no puede canonizar por sí sola.,6f4bc7d84ec4b58a6822f03927513e28c7108f3c01256bb66d0c8af8b279759d
ENG,ENG-100,ENG-100-DATA_LIFECYCLE_ORCHESTRATION_ENGINEERING.md,Data Lifecycle Orchestration Engineering,,,ENG-006;ENG-007;ENG-009;ENG-012;ENG-014;ENG-016;ENG-020;ENG-021;ENG-023;ENG-024;ENG-025;ENG-026;ENG-030;ENG-033;ENG-034;ENG-036;ENG-037;ENG-038;ENG-040;ENG-042;ENG-043;ENG-044;ENG-046;ENG-048;ENG-049;ENG-051;ENG-052;ENG-053;ENG-054;ENG-055;ENG-056;ENG-057;ENG-058;ENG-059;ENG-061;ENG-062;ENG-063;ENG-064;ENG-065;ENG-066;ENG-067;ENG-068;ENG-069;ENG-070;ENG-071;ENG-072;ENG-073;ENG-074;ENG-075;ENG-076;ENG-077;ENG-078;ENG-079;ENG-080;ENG-081;ENG-082;ENG-083;ENG-084;ENG-085;ENG-086;ENG-087;ENG-088;ENG-089;ENG-090;ENG-091;ENG-092;ENG-093;ENG-094;ENG-095;ENG-096;ENG-097;ENG-098;ENG-099;ENG-100,EVIDENCIA_ENG_APTA_PARA_CONTRASTE,Fuente subordinada de ingeniería; no puede canonizar por sí sola.,e811e17d4c352f6cb6e83676856106b2250abe4bbef675626d892441561bead4
