"Decision","Subtipo","Motivo","Archivo","Bytes"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\78ab11241e176050b509c1c050cab569.php","536"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\7aed3dbbcbcff08ff3bc59f3c39bf02d.php","82306"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\7c76f21d9711f3ce712e62a10a55d95e.php","1331"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\7e2e8fbfe0c6d81885a7946c677bac36.php","391"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\7e5e65da7709766a49be3b4f04d1dbac.php","358"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\7f7eb77286b8fab1c3ff736dcf6671aa.php","522"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\7f99d4f2f90e95bb035b24c7c961929c.php","1425"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\869d2d25733a39560a719c43b03c5cf3.php","1056"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\873b5b475b588d038b8fec84b2ac91ca.php","1318"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\8cd384452a01b1a70d136535309c110c.php","449"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\8d369ec97e3aea203b9dd5010953ee0a.php","1004"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\921e8af8f7f23bf33b42f90762339468.php","6264"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\970d5e6a5f2aaa323dad48420d3c3de8.php","434"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\9c092638b04e30e18e53d77a523a27df.php","14289"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\9c798d790c29f6eafef8a6f8ec4f9529.php","3051"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\9d00ef263d999730e2f680c32860e98b.php","441"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\9e6407da72e6affa170f369d95e93f18.php","905"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\9fd5fbd025b3a8810b2ad1dff9012611.php","535"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\9fddb23a15f14303b7b123b13f95a1a2.php","1859"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\a26893b3cdd6b8c173265a4dadf11752.php","7477"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\a42257b385f3633073d3cb8ebd727dd9.php","17506"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\a4d76e5ae4d63f1b0bfbdb6386caac8c.php","3067"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\a572842b5ef549cb9a8c63a85acf0192.php","441"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\a69ff7eab7cdcc475f9a1063a538f70a.php","10757"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\a7cfac93a9a3c2726e9d33236944a136.php","435"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\a8509ccfde47de05890dc33c0616d6ba.php","410"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\aaffb41a4d6f349b21959c91d362e4f6.php","448"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\ad531ceceecd4bd944db1541fc3c1809.php","6852"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\ad6a5fa54bee09ba44c1ea59d03a50d5.php","549"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\ad89c76895b72b3d6ba1a618174d4797.php","2249"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\b0e1d7479b1ced4d33a30cc7c4517c6d.php","2457"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\b0f39593ee84b7f7726825d784d876c4.php","3280"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\b21965a22d85ee6ca631b09320a354a4.php","547"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\b37d4ae90212f1b9e14241651c584001.php","1150"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\b3a6b5957104b9ef351848cc66c81918.php","522"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\b3b83f01690f1e45185a2e168c637927.php","991"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\b468077aa21d62d391bfff5877ca5959.php","4594"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\b9188b6e779ae023971e756e74dc0177.php","2125"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\bb50fc7521cff7d21cf624b2419a7127.php","358"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\bc2c147ed1b6cbdc8ccd9ddbfd33ffda.php","792"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\bcea83c435451997c7974b4eccd11d65.php","4308"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\bcf4be8cb7bf2906c04978b9c36409fd.php","3610"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\bd68e59409477ae3fc307b4fa6aa81d9.php","779"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\bfe9d4228ef243eed97e29015bb27eed.php","3597"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\c1df52c0123741506cda416a4570155b.php","2786"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\c215a8179b21d6e2c6ba2093884a09cd.php","548"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\c269d4f709a86643f511e8cedcf223fd.php","1173"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\c2e431a5459a94854bacd8fbbd26524c.php","786"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\c350a2b915cfbac2b6bbffee1bae4906.php","4110"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\c5baf56f09d7505986b8faf28f261784.php","10744"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\c6e0f3ad720a956deccb81414a9282e2.php","4308"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\c82a9faa06491cef7dadb388f2dec66d.php","12355"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\c83d6d2ce3e9133fa54a4977a7255199.php","538"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\c8f0a5b77f6f22bab51981cbcabfd142.php","397"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\c97e9b2e881b192d2e9ff808afb527a8.php","10018"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\cb0d3c57f1d0835c8f9df9c7fe2bfd4a.php","225"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\cbb6b41a34eace1dfdd9957515e640e5.php","22911"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\cc095ef417d4823b5736deee0185bf8d.php","1107"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\ccb548f8c6b5f6705efe68fcc3cebd3a.php","4953"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\cd4b320f380a535329a4938c3381b310.php","1150"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\d2f2c57404cb5d01b0e77716cf3ac3fc.php","378"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\d3182531bd2182c214a2bfb996567997.php","2786"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\d6701527aeb4378c38fbc295dee333ba.php","435"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\d74aa8cfb07a20b3b039caf4572f7d38.php","7490"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\db50f5932e7c6f4f24494368c045f6c0.php","13783"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\dbc9e44727f586511bebce0dfa79190b.php","487"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\de2cfd9b18b04b9738604afa29d11aff.php","5202"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\e219152ac4a720936538f22db6353c77.php","636"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\e44a211f7324415a623a1b50937cf254.php","918"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\e84c667efb0b2a839c3597a9aa9d4d56.php","18385"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\eb5b370e6db8133e04bef615db5ba675.php","3569"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\eb64f20c5a3489454d86d9f67a7317a5.php","4183"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\f071ac2ce04199dc96f6f63ed0a022fd.php","9892"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\f0f1b1ada3c6fdee9ed25e5cff0cc88f.php","18385"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\f2f25a263b5d9ab05ab9027c88454c3a.php","4004"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\f4114ee9d5d9e37868a79a45d537a54c.php","2735"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\f64268b9f872f6d55bafa979f053f09e.php","12663"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\f732a52b76539ac9ac3f761e2591b3cb.php","1563"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\f98941c21c1af67e0313770a873229a2.php","2735"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\f9cc69218a01618d9d9f1e39d1d243b3.php","10018"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\fa219b96d60306e6a5463db35af185f6.php","4587"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\fa483c2561c7cb038ea49c2ca392c022.php","12663"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\fc4c19b533be7f1d03649a97d0f25a5e.php","3582"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\fcddd55035bfe61ad9ab47df39e83d0f.php","1164"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\fd5f28c3ea37e84421826bef285eafa6.php","2444"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\ff789dc43bd1cd8a1c2554a01c14ee55.php","1164"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\framework\views\ff9cbc88e4fb40879dd6bc3318a9144c.php","1846"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\logs\cookies.txt","1524"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\logs\csrf_token.txt","45"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\logs\laravel.log","8669758"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\logs\login.html","4066"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\logs\login_after_patch.html","3094"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\logs\login_after_patch_create.html","3096"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\logs\login_after_restrict.html","2989"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\logs\login_post_response.txt","14065"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\logs\php-server.err.log","13713"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\logs\php-server.log","0"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\logs\usuarios_create.html","11487"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\logs\usuarios_create2.html","11487"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\logs\usuarios_csrf.txt","45"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\logs\usuarios_csrf2.txt","45"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\logs\usuarios_store_response.html","13064"
"REMOVE","REMOVE-SAFE","Archivo generado, temporal, cache o prueba","storage\logs\usuarios_store_response2.html","12756"
"REMOVE","REMOVE-SAFE","Validado en S2: no requerido por baseline ni referenciado por aplicacion activa","app\Apps\.gitkeep","0"
"REMOVE","REMOVE-SAFE","Validado en S2: no requerido por baseline ni referenciado por aplicacion activa","app\Domains\.gitkeep","0"
"REMOVE","REMOVE-SAFE","Validado en S2: no requerido por baseline ni referenciado por aplicacion activa","bject Path, LineNumber, Line","2621"
"REMOVE","REMOVE-SAFE","Validado en S2: no requerido por baseline ni referenciado por aplicacion activa","composer.phar","3639279"
"REMOVE","REMOVE-SAFE","Validado en S2: no requerido por baseline ni referenciado por aplicacion activa","database\database.sqlite","155648"
"REMOVE","REMOVE-SAFE","Validado en S2: no requerido por baseline ni referenciado por aplicacion activa","extensions.txt","13950"
"REMOVE","REMOVE-SAFE","Validado en S2: no requerido por baseline ni referenciado por aplicacion activa","prepros.config","23095"
"REMOVE","REMOVE-SAFE","Validado en S2: no requerido por baseline ni referenciado por aplicacion activa","public\img\datepicker\backstripes.gif","234"
"REMOVE","REMOVE-SAFE","Validado en S2: no requerido por baseline ni referenciado por aplicacion activa","public\img\datepicker\bg_header.jpg","1773"
"REMOVE","REMOVE-SAFE","Validado en S2: no requerido por baseline ni referenciado por aplicacion activa","public\img\datepicker\bullet1.gif","55"
"REMOVE","REMOVE-SAFE","Validado en S2: no requerido por baseline ni referenciado por aplicacion activa","public\img\datepicker\bullet2.gif","262"
"REMOVE","REMOVE-SAFE","Validado en S2: no requerido por baseline ni referenciado por aplicacion activa","public\img\datepicker\cal.gif","127"
"REMOVE","REMOVE-SAFE","Validado en S2: no requerido por baseline ni referenciado por aplicacion activa","public\img\datepicker\cal-grey.gif","170"
"REMOVE","REMOVE-SAFE","Validado en S2: no requerido por baseline ni referenciado por aplicacion activa","public\img\datepicker\gradient-e5e5e5-ffffff.gif","526"
"REMOVE","REMOVE-SAFE","Validado en S2: no requerido por baseline ni referenciado por aplicacion activa","public\img\fondosv.jpg","53073"
"REMOVE","REMOVE-SAFE","Validado en S2: no requerido por baseline ni referenciado por aplicacion activa","public\img\icono.png","35156"
"REBUILD","REBUILD","Asset actualmente referenciado por application-logo; sustituir durante reconstruccion frontend","public\img\loginsv-.jpg","63984"
"REBUILD","REBUILD","Asset actualmente referenciado por login; sustituir durante reconstruccion frontend","public\img\logosv.png","308666"
