clave_conceptual,termino_preferido_provisional,variantes,numero_variantes,apariciones,capas,fuentes_distintas,fuentes,tipos_evidencia,definiciones_explicitas,estado_10_3,canonizado,mef_dic_id,resolucion_autoridad_10_4,autoridad_principal,evidencia_subordinada,fundamento_autoridad,conflicto_detectado,decision_10_5,nombre_canonico_pre_id,aliases_provisionales,fundamento_10_5,estado_catalogo
strict mode,Strict Mode,Strict Mode,1,3,ENG,3,ENG-011;ENG-016;ENG-031,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-011;ENG-016;ENG-031,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
strong consistency,Strong Consistency,Strong Consistency,1,4,ENG,4,ENG-037;ENG-049;ENG-053;ENG-078,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-037;ENG-049;ENG-053;ENG-078,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
structural validation,Structural Validation,Structural Validation,1,3,ENG,3,ENG-028;ENG-035;ENG-036,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-028;ENG-035;ENG-036,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
structured logging,Structured Logging,Structured Logging,1,3,ENG,2,ENG-010;ENG-082,ENCABEZADO;TERMINO_DESTACADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-010;ENG-082,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
su objetivo,Su objetivo,Su objetivo,1,4,ENG,4,ENG-005;ENG-007;ENG-011;ENG-018,DEFINICION_EXPLICITA,4,CANDIDATO_ENG_DEFINIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-005;ENG-007;ENG-011;ENG-018,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
subject,Subject,Subject,1,7,ENG,3,ENG-024;ENG-045;ENG-046,CODIGO_INLINE;DEFINICION_EXPLICITA;ENCABEZADO,2,CANDIDATO_ENG_DEFINIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-024;ENG-045;ENG-046,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
subscriber,Subscriber,Subscriber; Subscribers,2,3,ENG,3,ENG-005;ENG-022;ENG-041,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-005;ENG-022;ENG-041,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,Subscribers,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
subscription,Subscription,Subscription,1,2,ENG,2,ENG-041;ENG-086,DEFINICION_EXPLICITA;ENCABEZADO,1,CANDIDATO_ENG_DEFINIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-041;ENG-086,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
supply chain security,Supply Chain Security,Supply Chain Security,1,3,ENG,3,ENG-017;ENG-060;ENG-067,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-017;ENG-060;ENG-067,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
synchronization,Synchronization,Synchronization,1,4,ENG,3,ENG-038;ENG-061;ENG-094,CODIGO_INLINE;ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-038;ENG-061;ENG-094,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
syntax validation,Syntax Validation,Syntax Validation,1,3,ENG,3,ENG-044;ENG-049;ENG-051,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-044;ENG-049;ENG-051,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
tail latency,Tail Latency,Tail Latency,1,4,ENG,4,ENG-026;ENG-032;ENG-039;ENG-070,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-026;ENG-032;ENG-039;ENG-070,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
taxonomia de error,Taxonomía de Errores,Taxonomía de Errores,1,4,ENG,4,ENG-082;ENG-083;ENG-084;ENG-085,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-082;ENG-083;ENG-084;ENG-085,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
technology independence,Technology Independence,Technology Independence,1,3,ENG,3,ENG-022;ENG-025;ENG-035,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-022;ENG-025;ENG-035,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
technology neutrality,Technology Neutrality,Technology Neutrality,1,4,ENG,4,ENG-020;ENG-021;ENG-023;ENG-030,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-020;ENG-021;ENG-023;ENG-030,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
telemetry,Telemetry,Telemetry,1,4,ENG,2,ENG-025;ENG-082,DEFINICION_EXPLICITA;ENCABEZADO,2,CANDIDATO_ENG_DEFINIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-025;ENG-082,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
tenant,Tenant,Tenant,1,8,ENG,6,ENG-034;ENG-035;ENG-037;ENG-048;ENG-056;ENG-068,CODIGO_INLINE;DEFINICION_EXPLICITA;ENCABEZADO;TABLA_COLUMNA_PRINCIPAL,2,CANDIDATO_ENG_DEFINIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-034;ENG-035;ENG-037;ENG-048;ENG-056;ENG-068,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
tenant context,Tenant Context,Tenant Context,1,6,ENG,6,ENG-038;ENG-043;ENG-044;ENG-046;ENG-048;ENG-056,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-038;ENG-043;ENG-044;ENG-046;ENG-048;ENG-056,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
tenant isolation,Tenant Isolation,Tenant Isolation,1,13,ENG,13,ENG-024;ENG-037;ENG-040;ENG-041;ENG-042;ENG-043;ENG-048;ENG-052;ENG-053;ENG-054;ENG-056;ENG-063;ENG-074,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-024;ENG-037;ENG-040;ENG-041;ENG-042;ENG-043;ENG-048;ENG-052;ENG-053;ENG-054;ENG-056;ENG-063;ENG-074,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
tenant isolation test,Tenant Isolation Test,Tenant Isolation Test,1,11,ENG,11,ENG-037;ENG-043;ENG-044;ENG-046;ENG-050;ENG-051;ENG-052;ENG-053;ENG-054;ENG-060;ENG-065,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-037;ENG-043;ENG-044;ENG-046;ENG-050;ENG-051;ENG-052;ENG-053;ENG-054;ENG-060;ENG-065,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
tenant membership,Tenant Membership,Tenant Membership,1,3,ENG,3,ENG-046;ENG-047;ENG-048,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-046;ENG-047;ENG-048,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
tenant override,Tenant Override,Tenant Override,1,3,ENG,3,ENG-048;ENG-049;ENG-081,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-048;ENG-049;ENG-081,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
tenant spoofing,Tenant Spoofing,Tenant Spoofing,1,3,ENG,2,ENG-048;ENG-056,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-048;ENG-056,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
tenant test,Tenant Test,Tenant Test,1,3,ENG,3,ENG-042;ENG-056;ENG-059,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-042;ENG-056;ENG-059,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
tenantcontext,TenantContext,TenantContext,1,2,ENG,1,ENG-048,CODIGO_INLINE;DEFINICION_EXPLICITA,1,CANDIDATO_ENG_DEFINIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-048,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
tercera fase,Tercera Fase,Tercera Fase,1,9,ENG,9,ENG-017;ENG-018;ENG-019;ENG-020;ENG-021;ENG-022;ENG-023;ENG-024;ENG-025,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-017;ENG-018;ENG-019;ENG-020;ENG-021;ENG-022;ENG-023;ENG-024;ENG-025,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
test data,Test Data,Test Data,1,3,ENG,3,ENG-009;ENG-024;ENG-030,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-009;ENG-024;ENG-030,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
test isolation,Test Isolation,Test Isolation,1,3,ENG,3,ENG-027;ENG-034;ENG-068,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-027;ENG-034;ENG-068,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
testing,Testing,Testing,1,73,ENG,72,ENG-002;ENG-009;ENG-010;ENG-011;ENG-012;ENG-013;ENG-015;ENG-018;ENG-019;ENG-020;ENG-022;ENG-023;ENG-025;ENG-028;ENG-029;ENG-030;ENG-031;ENG-032;ENG-034;ENG-035;ENG-037;ENG-038;ENG-039;ENG-040;ENG-041;ENG-042;ENG-043;ENG-044;ENG-045;ENG-046;ENG-047;ENG-048;ENG-049;ENG-050;ENG-051;ENG-052;ENG-053;ENG-054;ENG-055;ENG-056;ENG-058;ENG-059;ENG-060;ENG-061;ENG-062;ENG-063;ENG-064;ENG-065;ENG-066;ENG-067;ENG-068;ENG-069;ENG-070;ENG-071;ENG-072;ENG-073;ENG-075;ENG-076;ENG-077;ENG-078;ENG-079;ENG-080;ENG-081;ENG-087;ENG-088;ENG-089;ENG-090;ENG-091;ENG-092;ENG-093;ENG-094;ENG-100,ENCABEZADO;TERMINO_DESTACADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-002;ENG-009;ENG-010;ENG-011;ENG-012;ENG-013;ENG-015;ENG-018;ENG-019;ENG-020;ENG-022;ENG-023;ENG-025;ENG-028;ENG-029;ENG-030;ENG-031;ENG-032;ENG-034;ENG-035;ENG-037;ENG-038;ENG-039;ENG-040;ENG-041;ENG-042;ENG-043;ENG-044;ENG-045;ENG-046;ENG-047;ENG-048;ENG-049;ENG-050;ENG-051;ENG-052;ENG-053;ENG-054;ENG-055;ENG-056;ENG-058;ENG-059;ENG-060;ENG-061;ENG-062;ENG-063;ENG-064;ENG-065;ENG-066;ENG-067;ENG-068;ENG-069;ENG-070;ENG-071;ENG-072;ENG-073;ENG-075;ENG-076;ENG-077;ENG-078;ENG-079;ENG-080;ENG-081;ENG-087;ENG-088;ENG-089;ENG-090;ENG-091;ENG-092;ENG-093;ENG-094;ENG-100,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
testing integration,Testing Integration,Testing Integration,1,5,ENG,4,ENG-016;ENG-017;ENG-024;ENG-026,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-016;ENG-017;ENG-024;ENG-026,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
third phase,Third Phase,Third Phase,1,57,ENG,57,ENG-026;ENG-028;ENG-029;ENG-030;ENG-031;ENG-032;ENG-034;ENG-035;ENG-036;ENG-037;ENG-038;ENG-039;ENG-040;ENG-041;ENG-042;ENG-043;ENG-044;ENG-045;ENG-046;ENG-047;ENG-048;ENG-049;ENG-050;ENG-051;ENG-052;ENG-053;ENG-054;ENG-055;ENG-056;ENG-057;ENG-058;ENG-059;ENG-060;ENG-061;ENG-062;ENG-063;ENG-064;ENG-065;ENG-066;ENG-067;ENG-068;ENG-069;ENG-070;ENG-071;ENG-072;ENG-073;ENG-074;ENG-075;ENG-076;ENG-077;ENG-078;ENG-079;ENG-080;ENG-081;ENG-083;ENG-084;ENG-085,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-026;ENG-028;ENG-029;ENG-030;ENG-031;ENG-032;ENG-034;ENG-035;ENG-036;ENG-037;ENG-038;ENG-039;ENG-040;ENG-041;ENG-042;ENG-043;ENG-044;ENG-045;ENG-046;ENG-047;ENG-048;ENG-049;ENG-050;ENG-051;ENG-052;ENG-053;ENG-054;ENG-055;ENG-056;ENG-057;ENG-058;ENG-059;ENG-060;ENG-061;ENG-062;ENG-063;ENG-064;ENG-065;ENG-066;ENG-067;ENG-068;ENG-069;ENG-070;ENG-071;ENG-072;ENG-073;ENG-074;ENG-075;ENG-076;ENG-077;ENG-078;ENG-079;ENG-080;ENG-081;ENG-083;ENG-084;ENG-085,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
thread safety,Thread Safety,Thread Safety,1,3,ENG,3,ENG-019;ENG-022;ENG-038,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-019;ENG-022;ENG-038,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
throughput,Throughput,Throughput,1,3,ENG,2,ENG-026;ENG-070,DEFINICION_EXPLICITA;ENCABEZADO,1,CANDIDATO_ENG_DEFINIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-026;ENG-070,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
time to live,Time To Live,Time To Live,1,2,ENG,1,ENG-037,CODIGO_INLINE;DEFINICION_EXPLICITA,1,CANDIDATO_ENG_DEFINIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-037,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
timeout,Timeout,Timeout; Timeouts,2,10,ENG,8,ENG-022;ENG-023;ENG-024;ENG-026;ENG-032;ENG-034;ENG-039;ENG-044,CODIGO_INLINE;DEFINICION_EXPLICITA;ENCABEZADO,1,CANDIDATO_ENG_DEFINIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-022;ENG-023;ENG-024;ENG-026;ENG-032;ENG-034;ENG-039;ENG-044,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,Timeouts,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
timeout budget,Timeout Budget,Timeout Budget,1,4,ENG,4,ENG-026;ENG-032;ENG-054;ENG-070,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-026;ENG-032;ENG-054;ENG-070,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
timeout test,Timeout Test,Timeout Test,1,9,ENG,9,ENG-032;ENG-034;ENG-039;ENG-042;ENG-044;ENG-052;ENG-055;ENG-061;ENG-069,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-032;ENG-034;ENG-039;ENG-042;ENG-044;ENG-052;ENG-055;ENG-061;ENG-069,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
timezone,Timezone,Timezone,1,4,ENG,4,ENG-030;ENG-031;ENG-044;ENG-061,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-030;ENG-031;ENG-044;ENG-061,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
tipo,Tipo,Tipo,1,3,ENG,2,ENG-002;ENG-003,ENCABEZADO;TABLA_COLUMNA_PRINCIPAL,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-002;ENG-003,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
toctou,TOCTOU,TOCTOU,1,3,ENG,3,ENG-024;ENG-038;ENG-042,CODIGO_INLINE;ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-024;ENG-038;ENG-042,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
tombstone,Tombstone,Tombstone,1,3,ENG,3,ENG-041;ENG-047;ENG-077,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-041;ENG-047;ENG-077,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
trace,Trace,TRACE; Trace,2,9,ENG,6,ENG-010;ENG-025;ENG-038;ENG-039;ENG-040;ENG-056,CODIGO_INLINE;DEFINICION_EXPLICITA;ENCABEZADO;TABLA_COLUMNA_PRINCIPAL,1,CANDIDATO_ENG_DEFINIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-010;ENG-025;ENG-038;ENG-039;ENG-040;ENG-056,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
trace context,Trace Context,Trace Context,1,8,ENG,7,ENG-010;ENG-022;ENG-025;ENG-032;ENG-041;ENG-044;ENG-056,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-010;ENG-022;ENG-025;ENG-032;ENG-041;ENG-044;ENG-056,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
tracing,Tracing,Tracing,1,8,ENG,8,ENG-022;ENG-023;ENG-031;ENG-041;ENG-042;ENG-052;ENG-064;ENG-082,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-022;ENG-023;ENG-031;ENG-041;ENG-042;ENG-052;ENG-064;ENG-082,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
transaction,Transaction,Transaction; transaction,2,4,ENG,3,ENG-018;ENG-030;ENG-042,CODIGO_INLINE;ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-018;ENG-030;ENG-042,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
transaction boundary,Transaction Boundary,Transaction Boundary,1,7,ENG,6,ENG-022;ENG-030;ENG-034;ENG-038;ENG-041;ENG-042,CODIGO_INLINE;ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-022;ENG-030;ENG-034;ENG-038;ENG-041;ENG-042,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
