termino_extraido,variante_original,capa,fuente_id,archivo,linea,tipo_evidencia,contexto,estado_10_2,clave_lexica_provisional,apariciones
Resource Management,Resource Management,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,1527,ENCABEZADO,164. Resource Management,CANDIDATO_BRUTO_NO_CANONIZADO,resource management,1
Resilience,Resilience,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,1540,ENCABEZADO,165. Resilience,CANDIDATO_BRUTO_NO_CANONIZADO,resilience,7
Health Check Retry,Health Check Retry,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,1546,ENCABEZADO,166. Health Check Retry,CANDIDATO_BRUTO_NO_CANONIZADO,health check retry,1
Probe Retry,Probe Retry,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,1552,ENCABEZADO,167. Probe Retry,CANDIDATO_BRUTO_NO_CANONIZADO,probe retry,1
Retry Masking,Retry Masking,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,1558,ENCABEZADO,168. Retry Masking,CANDIDATO_BRUTO_NO_CANONIZADO,retry masking,1
Health State Transitions,Health State Transitions,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,1564,ENCABEZADO,169. Health State Transitions,CANDIDATO_BRUTO_NO_CANONIZADO,health state transitions,1
Transition Timestamp,Transition Timestamp,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,1582,ENCABEZADO,170. Transition Timestamp,CANDIDATO_BRUTO_NO_CANONIZADO,transition timestamp,1
Last Success,Last Success,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,1588,ENCABEZADO,171. Last Success,CANDIDATO_BRUTO_NO_CANONIZADO,last success,1
Last Failure,Last Failure,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,1594,ENCABEZADO,172. Last Failure,CANDIDATO_BRUTO_NO_CANONIZADO,last failure,1
Consecutive Failures,Consecutive Failures,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,1600,ENCABEZADO,173. Consecutive Failures,CANDIDATO_BRUTO_NO_CANONIZADO,consecutive failures,1
Consecutive Successes,Consecutive Successes,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,1606,ENCABEZADO,174. Consecutive Successes,CANDIDATO_BRUTO_NO_CANONIZADO,consecutive successes,1
Health History,Health History,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,1612,ENCABEZADO,175. Health History,CANDIDATO_BRUTO_NO_CANONIZADO,health history,1
Health History ≠ Observability Backend,Health History ≠ Observability Backend,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,1618,ENCABEZADO,176. Health History ≠ Observability Backend,CANDIDATO_BRUTO_NO_CANONIZADO,health history ≠ observability backend,1
Audit,Audit,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,1624,ENCABEZADO,177. Audit,CANDIDATO_BRUTO_NO_CANONIZADO,audit,15
Audit Events,Audit Events,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,1630,ENCABEZADO,178. Audit Events,CANDIDATO_BRUTO_NO_CANONIZADO,audit events,21
Manual Override,Manual Override,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,1644,ENCABEZADO,179. Manual Override,CANDIDATO_BRUTO_NO_CANONIZADO,manual override,1
Force Healthy,Force Healthy,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,1650,ENCABEZADO,180. Force Healthy,CANDIDATO_BRUTO_NO_CANONIZADO,force healthy,1
Force Ready,Force Ready,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,1656,ENCABEZADO,181. Force Ready,CANDIDATO_BRUTO_NO_CANONIZADO,force ready,1
Override Expiration,Override Expiration,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,1662,ENCABEZADO,182. Override Expiration,CANDIDATO_BRUTO_NO_CANONIZADO,override expiration,1
Health Observability,Health Observability,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,1668,ENCABEZADO,183. Health Observability,CANDIDATO_BRUTO_NO_CANONIZADO,health observability,1
Metrics,Metrics,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,1674,ENCABEZADO,184. Metrics,CANDIDATO_BRUTO_NO_CANONIZADO,metrics,41
Metric Labels,Metric Labels,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,1696,ENCABEZADO,185. Metric Labels,CANDIDATO_BRUTO_NO_CANONIZADO,metric labels,28
Component ID as Metric Label,Component ID as Metric Label,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,1710,ENCABEZADO,186. Component ID as Metric Label,CANDIDATO_BRUTO_NO_CANONIZADO,component id as metric label,1
Health Logs,Health Logs,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,1716,ENCABEZADO,187. Health Logs,CANDIDATO_BRUTO_NO_CANONIZADO,health logs,1
Repeated Failure Logging,Repeated Failure Logging,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,1731,ENCABEZADO,188. Repeated Failure Logging,CANDIDATO_BRUTO_NO_CANONIZADO,repeated failure logging,1
Transition Logging,Transition Logging,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,1737,ENCABEZADO,189. Transition Logging,CANDIDATO_BRUTO_NO_CANONIZADO,transition logging,1
Health Tracing,Health Tracing,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,1743,ENCABEZADO,190. Health Tracing,CANDIDATO_BRUTO_NO_CANONIZADO,health tracing,1
Diagnostics,Diagnostics,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,1749,ENCABEZADO,191. Diagnostics,CANDIDATO_BRUTO_NO_CANONIZADO,diagnostics,17
Testing,Testing,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,1768,ENCABEZADO,192. Testing,CANDIDATO_BRUTO_NO_CANONIZADO,testing,73
Liveness Test,Liveness Test,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,1774,ENCABEZADO,193. Liveness Test,CANDIDATO_BRUTO_NO_CANONIZADO,liveness test,1
Startup Test,Startup Test,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,1780,ENCABEZADO,194. Startup Test,CANDIDATO_BRUTO_NO_CANONIZADO,startup test,2
Readiness Test,Readiness Test,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,1793,ENCABEZADO,195. Readiness Test,CANDIDATO_BRUTO_NO_CANONIZADO,readiness test,5
Degraded Test,Degraded Test,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,1799,ENCABEZADO,196. Degraded Test,CANDIDATO_BRUTO_NO_CANONIZADO,degraded test,1
Unknown Test,Unknown Test,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,1805,ENCABEZADO,197. Unknown Test,CANDIDATO_BRUTO_NO_CANONIZADO,unknown test,1
Aggregation Test,Aggregation Test,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,1811,ENCABEZADO,198. Aggregation Test,CANDIDATO_BRUTO_NO_CANONIZADO,aggregation test,1
Criticality Test,Criticality Test,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,1824,ENCABEZADO,199. Criticality Test,CANDIDATO_BRUTO_NO_CANONIZADO,criticality test,1
Threshold Test,Threshold Test,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,1830,ENCABEZADO,200. Threshold Test,CANDIDATO_BRUTO_NO_CANONIZADO,threshold test,1
Flapping Test,Flapping Test,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,1836,ENCABEZADO,201. Flapping Test,CANDIDATO_BRUTO_NO_CANONIZADO,flapping test,1
Timeout Test,Timeout Test,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,1842,ENCABEZADO,202. Timeout Test,CANDIDATO_BRUTO_NO_CANONIZADO,timeout test,9
Cancellation Test,Cancellation Test,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,1848,ENCABEZADO,203. Cancellation Test,CANDIDATO_BRUTO_NO_CANONIZADO,cancellation test,6
Stale Result Test,Stale Result Test,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,1854,ENCABEZADO,204. Stale Result Test,CANDIDATO_BRUTO_NO_CANONIZADO,stale result test,1
Cache Test,Cache Test,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,1860,ENCABEZADO,205. Cache Test,CANDIDATO_BRUTO_NO_CANONIZADO,cache test,6
Dependency Test,Dependency Test,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,1866,ENCABEZADO,206. Dependency Test,CANDIDATO_BRUTO_NO_CANONIZADO,dependency test,8
Probe Storm Test,Probe Storm Test,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,1880,ENCABEZADO,207. Probe Storm Test,CANDIDATO_BRUTO_NO_CANONIZADO,probe storm test,1
Drain Test,Drain Test,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,1886,ENCABEZADO,208. Drain Test,CANDIDATO_BRUTO_NO_CANONIZADO,drain test,2
Maintenance Test,Maintenance Test,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,1898,ENCABEZADO,209. Maintenance Test,CANDIDATO_BRUTO_NO_CANONIZADO,maintenance test,3
Security Test,Security Test,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,1910,ENCABEZADO,210. Security Test,CANDIDATO_BRUTO_NO_CANONIZADO,security test,37
Circular Dependency Test,Circular Dependency Test,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,1925,ENCABEZADO,211. Circular Dependency Test,CANDIDATO_BRUTO_NO_CANONIZADO,circular dependency test,1
Architecture Test,Architecture Test,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,1931,ENCABEZADO,212. Architecture Test,CANDIDATO_BRUTO_NO_CANONIZADO,architecture test,55
Build Integration,Build Integration,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,1947,ENCABEZADO,213. Build Integration,CANDIDATO_BRUTO_NO_CANONIZADO,build integration,74
CLI,CLI,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,1963,ENCABEZADO,214. CLI,CANDIDATO_BRUTO_NO_CANONIZADO,cli,59
mef health,mef health,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,1981,ENCABEZADO,215. mef health,CANDIDATO_BRUTO_NO_CANONIZADO,mef health,4
mef health,mef health,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,1981,CODIGO_INLINE,215. mef health,CANDIDATO_BRUTO_NO_CANONIZADO,mef health,4
health:list,health:list,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,1987,ENCABEZADO,216. health:list,CANDIDATO_BRUTO_NO_CANONIZADO,health:list,2
health:list,health:list,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,1987,CODIGO_INLINE,216. health:list,CANDIDATO_BRUTO_NO_CANONIZADO,health:list,2
health:check,health:check,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,2001,ENCABEZADO,217. health:check,CANDIDATO_BRUTO_NO_CANONIZADO,health:check,2
health:check,health:check,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,2001,CODIGO_INLINE,217. health:check,CANDIDATO_BRUTO_NO_CANONIZADO,health:check,2
health:live,health:live,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,2007,ENCABEZADO,218. health:live,CANDIDATO_BRUTO_NO_CANONIZADO,health:live,2
health:live,health:live,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,2007,CODIGO_INLINE,218. health:live,CANDIDATO_BRUTO_NO_CANONIZADO,health:live,2
health:ready,health:ready,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,2013,ENCABEZADO,219. health:ready,CANDIDATO_BRUTO_NO_CANONIZADO,health:ready,2
health:ready,health:ready,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,2013,CODIGO_INLINE,219. health:ready,CANDIDATO_BRUTO_NO_CANONIZADO,health:ready,2
health:startup,health:startup,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,2019,ENCABEZADO,220. health:startup,CANDIDATO_BRUTO_NO_CANONIZADO,health:startup,2
health:startup,health:startup,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,2019,CODIGO_INLINE,220. health:startup,CANDIDATO_BRUTO_NO_CANONIZADO,health:startup,2
health:dependencies,health:dependencies,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,2025,ENCABEZADO,221. health:dependencies,CANDIDATO_BRUTO_NO_CANONIZADO,health:dependencies,2
health:dependencies,health:dependencies,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,2025,CODIGO_INLINE,221. health:dependencies,CANDIDATO_BRUTO_NO_CANONIZADO,health:dependencies,2
health:policy,health:policy,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,2038,ENCABEZADO,222. health:policy,CANDIDATO_BRUTO_NO_CANONIZADO,health:policy,2
health:policy,health:policy,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,2038,CODIGO_INLINE,222. health:policy,CANDIDATO_BRUTO_NO_CANONIZADO,health:policy,2
health:diagnose,health:diagnose,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,2044,ENCABEZADO,223. health:diagnose,CANDIDATO_BRUTO_NO_CANONIZADO,health:diagnose,2
health:diagnose,health:diagnose,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,2044,CODIGO_INLINE,223. health:diagnose,CANDIDATO_BRUTO_NO_CANONIZADO,health:diagnose,2
Registry Integration,Registry Integration,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,2062,ENCABEZADO,224. Registry Integration,CANDIDATO_BRUTO_NO_CANONIZADO,registry integration,58
Health Check Contract,Health Check Contract,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,2076,ENCABEZADO,225. Health Check Contract,CANDIDATO_BRUTO_NO_CANONIZADO,health check contract,1
Health Result Contract,Health Result Contract,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,2091,ENCABEZADO,226. Health Result Contract,CANDIDATO_BRUTO_NO_CANONIZADO,health result contract,1
Composite Health Result,Composite Health Result,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,2107,ENCABEZADO,227. Composite Health Result,CANDIDATO_BRUTO_NO_CANONIZADO,composite health result,1
Health Policy Contract,Health Policy Contract,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,2122,ENCABEZADO,228. Health Policy Contract,CANDIDATO_BRUTO_NO_CANONIZADO,health policy contract,1
Health Gate Contract,Health Gate Contract,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,2139,ENCABEZADO,229. Health Gate Contract,CANDIDATO_BRUTO_NO_CANONIZADO,health gate contract,1
Health Runtime,Health Runtime,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,2155,ENCABEZADO,230. Health Runtime,CANDIDATO_BRUTO_NO_CANONIZADO,health runtime,1
Health Snapshot,Health Snapshot,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,2172,ENCABEZADO,231. Health Snapshot,CANDIDATO_BRUTO_NO_CANONIZADO,health snapshot,1
Snapshot Consistency,Snapshot Consistency,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,2188,ENCABEZADO,232. Snapshot Consistency,CANDIDATO_BRUTO_NO_CANONIZADO,snapshot consistency,8
Bootstrap,Bootstrap,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,2194,ENCABEZADO,233. Bootstrap,CANDIDATO_BRUTO_NO_CANONIZADO,bootstrap,33
Bootstrap Flow,Bootstrap Flow,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,2200,ENCABEZADO,234. Bootstrap Flow,CANDIDATO_BRUTO_NO_CANONIZADO,bootstrap flow,26
Bootstrap Failure,Bootstrap Failure,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,2232,ENCABEZADO,235. Bootstrap Failure,CANDIDATO_BRUTO_NO_CANONIZADO,bootstrap failure,28
Shutdown,Shutdown,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,2248,ENCABEZADO,236. Shutdown,CANDIDATO_BRUTO_NO_CANONIZADO,shutdown,12
First Implementation Components,First Implementation Components,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,2270,ENCABEZADO,237. First Implementation Components,CANDIDATO_BRUTO_NO_CANONIZADO,first implementation components,62
Optional Initial Components,Optional Initial Components,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,2297,ENCABEZADO,238. Optional Initial Components,CANDIDATO_BRUTO_NO_CANONIZADO,optional initial components,59
Later Components,Later Components,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,2315,ENCABEZADO,239. Later Components,CANDIDATO_BRUTO_NO_CANONIZADO,later components,53
Estructura Conceptual de Directorios,Estructura Conceptual de Directorios,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,2330,ENCABEZADO,240. Estructura Conceptual de Directorios,CANDIDATO_BRUTO_NO_CANONIZADO,estructura conceptual de directorios,28
Error Namespace,Error Namespace,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,2390,ENCABEZADO,241. Error Namespace,CANDIDATO_BRUTO_NO_CANONIZADO,error namespace,66
Taxonomía ENG-069,Taxonomía ENG-069,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,2400,ENCABEZADO,242. Taxonomía ENG-069,CANDIDATO_BRUTO_NO_CANONIZADO,taxonomía eng-069,1
First Implementation Constraints,First Implementation Constraints,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,2437,ENCABEZADO,243. First Implementation Constraints,CANDIDATO_BRUTO_NO_CANONIZADO,first implementation constraints,65
First Version Non-Goals,First Version Non-Goals,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,2477,ENCABEZADO,244. First Version Non-Goals,CANDIDATO_BRUTO_NO_CANONIZADO,first version non-goals,60
Second Phase,Second Phase,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,2492,ENCABEZADO,245. Second Phase,CANDIDATO_BRUTO_NO_CANONIZADO,second phase,57
Third Phase,Third Phase,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,2512,ENCABEZADO,246. Third Phase,CANDIDATO_BRUTO_NO_CANONIZADO,third phase,57
Invariantes de Ingeniería,Invariantes de Ingeniería,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,2527,ENCABEZADO,247. Invariantes de Ingeniería,CANDIDATO_BRUTO_NO_CANONIZADO,invariantes de ingeniería,94
EI,EI,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,2529,CODIGO_INLINE,ENG-069 continúa la serie global EI .,CANDIDATO_BRUTO_NO_CANONIZADO,ei,99
ID,ID,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,2531,TABLA_COLUMNA_PRINCIPAL,ID Invariante,CANDIDATO_BRUTO_NO_CANONIZADO,id,103
EI-1326,EI-1326,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,2533,TABLA_COLUMNA_PRINCIPAL,"EI-1326 MEF deberá mantener Liveness, Startup, Health y Readiness como conceptos separados y ningún estado deberá inferirse automáticamente de otro sin Policy explícita.",CANDIDATO_BRUTO_NO_CANONIZADO,ei-1326,1
EI-1327,EI-1327,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,2534,TABLA_COLUMNA_PRINCIPAL,EI-1327 Liveness deberá evaluar principalmente la capacidad del Runtime de continuar operando y no deberá depender por Default de Dependencies externas cuyo Failure pueda recuperarse sin Restart.,CANDIDATO_BRUTO_NO_CANONIZADO,ei-1327,1
EI-1328,EI-1328,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,2535,TABLA_COLUMNA_PRINCIPAL,EI-1328 Startup deberá representar Initialization inicial y una aplicación no deberá declararse Ready hasta completar las Preconditions de Startup correspondientes.,CANDIDATO_BRUTO_NO_CANONIZADO,ei-1328,1
EI-1329,EI-1329,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,2536,TABLA_COLUMNA_PRINCIPAL,"EI-1329 Readiness deberá gobernar aceptación de nuevo trabajo y un componente Not Ready deberá poder permanecer Alive mientras drena, espera una Dependency o se encuentra en Maintenance.",CANDIDATO_BRUTO_NO_CANONIZADO,ei-1329,1
EI-1330,EI-1330,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,2537,TABLA_COLUMNA_PRINCIPAL,"EI-1330 Todo Health Result deberá poseer Status, Scope, Observation Time, Duration y Freshness suficientes para impedir que Results antiguos se interpreten indefinidamente como estado actual.",CANDIDATO_BRUTO_NO_CANONIZADO,ei-1330,1
UNKNOWN,UNKNOWN,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,2538,CODIGO_INLINE,"EI-1331 HEALTHY, DEGRADED, UNHEALTHY y UNKNOWN deberán conservar semánticas distintas y UNKNOWN no deberá convertirse automáticamente en HEALTHY .",CANDIDATO_BRUTO_NO_CANONIZADO,unknown,34
HEALTHY,HEALTHY,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,2538,CODIGO_INLINE,"EI-1331 HEALTHY, DEGRADED, UNHEALTHY y UNKNOWN deberán conservar semánticas distintas y UNKNOWN no deberá convertirse automáticamente en HEALTHY .",CANDIDATO_BRUTO_NO_CANONIZADO,healthy,6
EI-1331,EI-1331,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,2538,TABLA_COLUMNA_PRINCIPAL,"EI-1331 HEALTHY, DEGRADED, UNHEALTHY y UNKNOWN deberán conservar semánticas distintas y UNKNOWN no deberá convertirse automáticamente en HEALTHY .",CANDIDATO_BRUTO_NO_CANONIZADO,ei-1331,1
EI-1332,EI-1332,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,2539,TABLA_COLUMNA_PRINCIPAL,EI-1332 Health Dependencies deberán declarar Criticality y el Failure de una Dependency OPTIONAL no deberá transformar automáticamente el Composite Health en UNHEALTHY cuando exista Degraded Mode válido.,CANDIDATO_BRUTO_NO_CANONIZADO,ei-1332,1
EI-1333,EI-1333,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,2540,TABLA_COLUMNA_PRINCIPAL,"EI-1333 Health Aggregation deberá ser explícita, determinística y sensible a Criticality; el resultado no deberá depender de Registration Order ni de la secuencia accidental de ejecución de Checks.",CANDIDATO_BRUTO_NO_CANONIZADO,ei-1333,1
EI-1334,EI-1334,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,2541,TABLA_COLUMNA_PRINCIPAL,"EI-1334 Toda Probe externa deberá poseer Timeout y Concurrency acotada y la frecuencia de Probes no deberá crear Probe Storms, Dependency Amplification o Resource Exhaustion.",CANDIDATO_BRUTO_NO_CANONIZADO,ei-1334,1
EI-1335,EI-1335,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,2542,TABLA_COLUMNA_PRINCIPAL,"EI-1335 Success Threshold, Failure Threshold, Grace Period y Freshness deberán utilizarse cuando sea necesario para evitar Flapping, Promotion prematura y transiciones basadas en muestras aisladas.",CANDIDATO_BRUTO_NO_CANONIZADO,ei-1335,1
EI-1336,EI-1336,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,2543,TABLA_COLUMNA_PRINCIPAL,EI-1336 Health Cache deberá indicar Freshness y ningún Result stale deberá presentarse como observación actual sin marcar explícitamente su antigüedad o convertirlo conforme a Stale Policy.,CANDIDATO_BRUTO_NO_CANONIZADO,ei-1336,1
EI-1337,EI-1337,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,2544,TABLA_COLUMNA_PRINCIPAL,EI-1337 Health Endpoints de infraestructura deberán favorecer Checks baratos y estables y no deberán ejecutar indiscriminadamente Dependency Graphs profundos o diagnósticos costosos de forma síncrona.,CANDIDATO_BRUTO_NO_CANONIZADO,ei-1337,1
EI-1338,EI-1338,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,2545,TABLA_COLUMNA_PRINCIPAL,"EI-1338 Health Endpoint Payloads deberán minimizar información y no deberán revelar Secrets, Credentials, Connection Strings, Internal Topology o Stack Traces a consumidores no autorizados.",CANDIDATO_BRUTO_NO_CANONIZADO,ei-1338,1
EI-1339,EI-1339,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,2546,TABLA_COLUMNA_PRINCIPAL,EI-1339 Drain y Shutdown deberán retirar Readiness antes de terminar Liveness para permitir que el sistema deje de recibir nuevo trabajo mientras completa trabajo en vuelo.,CANDIDATO_BRUTO_NO_CANONIZADO,ei-1339,1
EI-1340,EI-1340,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,2547,TABLA_COLUMNA_PRINCIPAL,"EI-1340 Deployment, Upgrade, Migration y Environment Gates podrán consumir Health, pero Health Checks no deberán incorporar decisiones de Deployment, Routing o Rollout dentro de sí mismos.",CANDIDATO_BRUTO_NO_CANONIZADO,ei-1340,1
EI-1341,EI-1341,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,2548,TABLA_COLUMNA_PRINCIPAL,"EI-1341 Health Evaluation deberá respetar Deadline, Cancellation, Resource Limits y Failure Isolation y un Plugin o Check defectuoso no deberá bloquear indefinidamente la evaluación global.",CANDIDATO_BRUTO_NO_CANONIZADO,ei-1341,1
EI-1342,EI-1342,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,2549,TABLA_COLUMNA_PRINCIPAL,"EI-1342 Health Observability deberá favorecer Status Transitions, Durations, Failures y Freshness sin producir Log Flooding, Trace Explosion o Metric Cardinality descontrolada.",CANDIDATO_BRUTO_NO_CANONIZADO,ei-1342,1
EI-1343,EI-1343,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,2550,TABLA_COLUMNA_PRINCIPAL,"EI-1343 Health Testing deberá cubrir Liveness, Startup, Readiness, Degraded Mode, Unknown, Aggregation, Criticality, Thresholds, Flapping, Timeout, Freshness, Dependency Failure, Drain, Maintenance, Security y Circular Dependencies.",CANDIDATO_BRUTO_NO_CANONIZADO,ei-1343,1
EI-1344,EI-1344,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,2551,TABLA_COLUMNA_PRINCIPAL,"EI-1344 Build y Architecture Tests deberán detectar Liveness dependiente innecesariamente de servicios externos, Liveness=Readiness, UNKNOWN=HEALTHY, Optional Dependency como Global Failure, Probes sin Timeout, Health Endpoints costosos y Manual Overrides no gobernados.",CANDIDATO_BRUTO_NO_CANONIZADO,ei-1344,1
